StationCode,SamplingPoint,"""Countrycode",Timezone,Namespace,AirQualityNetwork,AirQualityStation,AirQualityStationEoICode,AirQualityStationNatCode,SamplingProces,Sample,AirPollutantCode,ObservationDateBegin,ObservationDateEnd,Projection,Longitude,Latitude,Altitude,MeasurementType,AirQualityStationType,AirQualityStationArea,EquivalenceDemonstrated,MeasurementEquipment,InletHeight,BuildingDistance,"KerbDistance""",Air Quality Station Name
SE_5_58130,SPO-SE09569_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0012C,STA-SE09569,SE09569,9569,SPP-SE09569_00005_100_100,SPO_F-SE09569_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2016-10-20T01:00:00,2018-08-08T01:00:00,EPSG:4979,17.303233999999996,62.38646199955952,20.0,automatic,traffic,urban,no,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400A,2.8,0.5,"2""",Sundsvall Bergsgatan
SE_5_61462,SPO-SE135020_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0002C,STA-SE135020,E135020,135020,SPP-SE135020_00005_100,SPO_F-SE135020_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2016-06-21T01:00:00,,EPSG:4979,13.498061999999996,59.37818499952981,47.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/opsisSM200,3.85,20,"3.5""",Karlstad Hamngatan - Järnvägsstationen
SE_5_61484,SPO-SE157868_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0011C,STA-SE157868,E157868,157868,SPP-SE157868_00005_100_100,SPO_F-SE157868_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2018-01-01T01:00:00,,EPSG:4979,14.159519,57.7782389995161,97.5,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/opsisSM200,3.9,3,"7""",Jönköping Kungsgatan 2A
SE_5_61623,SPO-SE0045A_00005_101,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0008C,STA-SE0045A,SE0045A,137,SPP-SE0045A_00005_101_100,SPO_F-SE0045A_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2016-01-04T01:00:00,,EPSG:4979,13.821763,58.709758999523885,55.0,active,background,urban,inprogress,3.6,-999,"-999""",,Mariestad Kyrkogatan
SE_5_61705,SPO-SE157993_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0004C,STA-SE157993,E157993,157993,SPP-SE157993_00005_100_100,SPO_F-SE157993_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2017-06-16T01:00:00,,EPSG:4979,18.004039000000002,59.31329999952922,37.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400AB,2,50,"11""",Stockholm E4 Skonertvägen
SE_5_62231,SPO-SE157992_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0004C,STA-SE157992,E157992,157992,SPP-SE157992_00005_100_100,SPO_F-SE157992_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2018-01-01T01:00:00,,EPSG:4979,18.037016,59.34049999952947,17.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,3,4.5,"2""",Stockholm St Eriksgatan 83
SE_5_62469,SPO-SE159388_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0005C,STA-SE159388,E159388,159388,SPP-SE159388_00005_100_100,SPO_F-SE159388_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2018-02-02T01:00:00,,EPSG:4979,17.505278,60.08583299953635,45.0,automatic,background,rural-regional,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400AB-FDMS,5,-999,"-999""",Norunda Stenen
SE_5_62474,SPO-SE159402_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0004C,STA-SE159402,E159402,159402,SPP-SE159402_00005_100_100,SPO_F-SE159402_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2018-01-25T01:00:00,,EPSG:4979,17.954993,59.44592199953042,14.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,3,25,"5""",Sollentuna Danderydsvägen
SE_5_62476,SPO-SE159403_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0004C,STA-SE159403,E159403,159403,SPP-SE159403_00005_100_100,SPO_F-SE159403_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2018-03-29T01:00:00,,EPSG:4979,18.077138000000005,59.31460299952922,26.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400AB,2.5,4,"1""",Stockholm Folkungagatan 70
SE_5_62479,SPO-SE159404_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0004C,STA-SE159404,E159404,159404,SPP-SE159404_00005_100_100,SPO_F-SE159404_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2018-04-01T01:00:00,,EPSG:4979,17.637597000000003,59.86052099953423,23.0,automatic,background,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,22,-999,"-999""",Uppsala Dragarbrunnsgatan 23 tak
SE_5_64030,SPO-SE9841_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0013C,STA-SE9841,SE9841,9841,SPP-SE9841_00005_100_100,SPO_F-SE9841_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2012-01-01T01:00:00,,EPSG:4979,14.802351000000002,56.88107299950907,165.0,active,background,urban,inprogress,10,-999,"-999""",,Växjö Kommunhusets tak
SE_5_64033,SPO-SE36199_00005_101,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0013C,STA-SE36199,SE36199,36199,SPP-SE36199_00005_101_100,SPO_F-SE36199_00005_101_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2017-01-10T01:00:00,,EPSG:4979,13.941988999999998,56.83478499950871,137.0,active,traffic,urban,inprogress,3.2,17.5,"6.6""",,Ljungby Föreningsgatan Oxtorget
SE_5_64046,SPO-SE0098A_00005_101,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE2584A,STA-SE0098A,SE0098A,13687,SPP-SE0098A_00005_101_100,SPO_F-SE0098A_00005_101_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2017-02-07T01:00:00,,EPSG:4979,20.229993000000004,67.85579399962553,530.0,active,background,urban,inprogress,3.5,-999,"-999""",,Kiruna Centralskolan
SE_5_64094,SPO-SE31752_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE2581A,STA-SE31752,SE31752,31752,SPP-SE31752_00005_100_100,SPO_F-SE31752_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2012-10-02T01:00:00,,EPSG:4979,21.479167,65.31810999959283,8.5,active,traffic,urban,inprogress,3,1,"4""",,Piteå Prästgårdsgatan
SE_5_64458,SPO-SE0116A_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0005C,STA-SE0116A,SE0116A,37089,SPP-SE0116A_00005_100_100,SPO_F-SE0116A_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2018-05-09T01:00:00,,EPSG:4979,13.148551,56.04242599950293,187.0,automatic,background,rural-regional,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/FIDAS200,5,-999,"-999""",Hallahus
SE_5_65053,SPO-SE165095_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0009C,STA-SE165095,E165095,165095,SPP-SE165095_00005_100_100,SPO_F-SE165095_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2019-01-24T01:00:00,,EPSG:4979,15.989098,60.2814019995382,107.5,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/FIDAS200,3,14,"3""",Hedemora Gussarvsgatan
SE_5_66297,SPO-SE32288_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0014C,STA-SE32288,SE32288,32288,SPP-SE32288_00005_100_100,SPO_F-SE32288_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2014-01-01T01:00:00,,EPSG:4979,15.588941000000002,56.1640109995038,4.5,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400AB,1.7,1,"5""",Karlskrona N Smedjegatan Ö Köpmansgatan
SE_5_68564,SPO-SE164905_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0004C,STA-SE164905,E164905,164905,SPP-SE164905_00005_100_100,SPO_F-SE164905_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2019-01-01T01:00:00,,EPSG:4979,17.996862,59.36511699952969,29.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,3,3,"1""",Solna Råsundavägen 107
SE_5_69225,SPO-SE181002_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0013C,STA-SE181002,E181002,181002,SPP-SE181002_00005_100_100,SPO_F-SE181002_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2020-01-01T01:00:00,,EPSG:4979,14.799273,56.87988199950906,163.5,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180MC,2,0.5,"4""",Växjö Liedbergsgatan 11
SE_5_69333,SPO-SE135019_00005_101,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0014C,STA-SE135019,E135019,135019,SPP-SE135019_00005_101_100,SPO_F-SE135019_00005_101_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2020-01-01T01:00:00,,EPSG:4979,14.857173,56.17713799950388,5.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400AB,2,12,"10""",Karlshamn Erik Dahlbergsvägen - Prinsgatan
SE_5_69403,SPO-SE0085A_00005_101,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0001C,STA-SE0085A,SE0085A,11622,SPP-SE0085A_00005_101_100,SPO_F-SE0085A_00005_101_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2019-12-31T01:00:00,,EPSG:4979,12.691633,56.04718499950297,3.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/FIDAS200,3,7,"1.5""",Helsingborg Drottninggatan
SE_5_69406,SPO-SE181259_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE2380A,STA-SE181259,E181259,181259,SPP-SE181259_00005_100_100,SPO_F-SE181259_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2020-01-14T01:00:00,,EPSG:4979,14.641086,63.17390899956809,312.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/FIDAS200S,3,0.8,"2.5""",Östersund Rådhusgatan
SE_5_69415,SPO-SE181993_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0017C,STA-SE181993,E181993,181993,SPP-SE181993_00005_100_100,SPO_F-SE181993_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2020-01-24T01:00:00,,EPSG:4979,16.333621,56.66418999950742,7.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/FIDAS200,7,0,"3.8""",Kalmar Södra Vägen
SE_5_69430,SPO-SE159388_00005_101,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0005C,STA-SE159388,E159388,159388,SPP-SE159388_00005_101_100,SPO_F-SE159388_00005_101_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2019-03-19T01:00:00,,EPSG:4979,17.505278,60.08583299953635,45.0,automatic,background,rural-regional,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/FIDAS200,5,-999,"-999""",Norunda Stenen
SE_5_69533,SPO-SE181001_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0010C,STA-SE181001,E181001,181001,SPP-SE181001_00005_100_100,SPO_F-SE181001_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2020-01-07T01:00:00,2020-12-31T01:00:00,EPSG:4979,16.176982,58.58762299952285,23.0,automatic,traffic,urban,no,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400,1.9,0.3,"5""",Norrköping Kungsgatan 67
SE_5_70976,SPO-SE274953_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE2482A,STA-SE274953,E274953,274953,SPP-SE274953_00005_100_100,SPO_F-SE274953_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2020-12-03T01:00:00,,EPSG:4979,20.960068000000007,64.74953099958591,26.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/horibaAPDA372,2.5,0.5,"5.8""",Skellefteå Kv Pantern
SE_5_71509,SPO-SE301113_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0004C,STA-SE301113,E301113,301113,SPP-SE301113_00005_100_100,SPO_F-SE301113_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2021-01-01T01:00:00,,EPSG:4979,16.189333,58.59203899952289,28.0,automatic,background,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180MC,24,-999,"-999""",Norrköping Trädgårdsgatan 21
SE_5_71510,SPO-SE301111_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0004C,STA-SE301111,E301111,301111,SPP-SE301111_00005_100_100,SPO_F-SE301111_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2021-01-01T01:00:00,,EPSG:4979,16.177875000000004,58.59151599952288,20.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180MC,3,7,"3""",Norrköping Kungsgatan 32
SE_5_71556,SPO-SE274590_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0007C,STA-SE274590,E274590,274590,SPP-SE274590_00005_100_100,SPO_F-SE274590_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2020-04-23T01:00:00,,EPSG:4979,11.956772,57.69370599951541,11.5,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400AB,3,6.8,"6""",Göteborg Övre Husargatan
SE_5_71561,SPO-SE274652_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0004C,STA-SE274652,E274652,274652,SPP-SE274652_00005_100_100,SPO_F-SE274652_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2021-01-01T01:00:00,,EPSG:4979,17.949741,59.43363999953031,23.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,3,11,"8""",Sollentuna Sollentunavägen 192
SE_5_71562,SPO-SE0117A_00005_101,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0004C,STA-SE0117A,SE0117A,34048,SPP-SE0117A_00005_101_100,SPO_F-SE0117A_00005_101_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2021-01-01T01:00:00,,EPSG:4979,18.303565000000003,57.63692799951495,44.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/FIDAS200,3,4,"3""",Visby Österväg 17
SE_5_71563,SPO-SE301757_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0004C,STA-SE301757,E301757,301757,SPP-SE301757_00005_100_100,SPO_F-SE301757_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2021-02-05T01:00:00,,EPSG:4979,17.976278,59.36425999952968,32.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180MC,3,4,"1""",Sundbyberg Tulegatan 9
SE_5_71603,SPO-SE312888_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0009C,STA-SE312888,E312888,312888,SPP-SE312888_00005_100_100,SPO_F-SE312888_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2021-01-01T01:00:00,2021-12-31T01:00:00,EPSG:4979,15.209163,60.14931799953693,155.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/FIDAS200,3,11,"7""",Ludvika Gamla Bangatan
SE_5_71604,SPO-SE313140_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0012C,STA-SE313140,E313140,313140,SPP-SE313140_00005_100_100,SPO_F-SE313140_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2021-01-26T01:00:00,,EPSG:4979,18.717487,63.29184299956942,17.5,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/FIDAS200S,2.5,6,"4""",Örnsköldsvik Centralesplanaden - Nygatan 24
SE_5_71608,SPO-SE155530_00005_101,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0003C,STA-SE155530,E155530,155530,SPP-SE155530_00005_101_100,SPO_F-SE155530_00005_101_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2020-07-01T01:00:00,2020-08-14T01:00:00,EPSG:4979,16.55046,59.60987099953191,23.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/opsisSM200,4,43,"13""",Västerås Melkertorget
SE_5_71637,SPO-SE313381_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0004C,STA-SE313381,E313381,313381,SPP-SE313381_00005_100_100,SPO_F-SE313381_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2021-03-25T01:00:00,,EPSG:4979,18.309721,57.63992699951497,44.0,automatic,background,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/FIDAS200,11,-999,"-999""",Visby Brömsebroväg 8
SE_5_74802,SPO-SE338683_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0004C,STA-SE338683,E338683,338683,SPP-SE338683_00005_100_100,SPO_F-SE338683_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2022-01-01T01:00:00,,EPSG:4979,17.137639,60.676167999542,5.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/FIDAS200E,3,5,"3.6""",Gävle Staketgatan 22
SE_5_74806,SPO-SE338685_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0004C,STA-SE338685,E338685,338685,SPP-SE338685_00005_100_100,SPO_F-SE338685_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2022-01-01T01:00:00,,EPSG:4979,15.630079000000002,58.41239199952135,46.0,automatic,traffic,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180,3,3,"1""",Linköping Hamngatan 10
SE_5_74948,SPO-SE343956_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0002C,STA-SE343956,E343956,343956,SPP-SE343956_00005_100_100,,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,EPSG:4979,,,13.490342,59.376673999529785,55.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/opsisSM200,-999,-999,"-999""",Karlstad Jungmansgatan 8
SE_5_74963,SPO-SE344172_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0003C,STA-SE344172,E344172,344172,SPP-SE344172_00005_100_100,SPO_F-SE344172_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2022-02-16T01:00:00,,EPSG:4979,16.535915999999997,59.60769899953189,30.0,automatic,traffic,urban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/FIDAS200,4,15,"2""",Västerås Stora Gatan 78
SE_5_76714,SPO-SE344252_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0004C,STA-SE344252,E344252,344252,SPP-SE344252_00005_100_100,SPO_F-SE344252_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2022-05-04T01:00:00,,EPSG:4979,18.044052,59.39386099952996,21.0,automatic,background,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/opsisSM200,4,-999,"-999""",Danderyd Mörbyskolan
SE_5_76715,SPO-SE344250_00005_100,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0004C,STA-SE344250,E344250,344250,SPP-SE344250_00005_100_100,SPO_F-SE344250_00005_100_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2022-04-07T01:00:00,,EPSG:4979,18.042383,59.41559099953016,32.0,automatic,background,suburban,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/opsisSM200,4,-999,"-999""",Danderyd Gymnasiet
SE_5_77127,SPO-SE0005R_00005_101,"""SE",http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01,SE.NV.AQ,NET-SE0005C,STA-SE0005R,SE0005R,102,SPP-SE0005R_00005_101_100,SPO_F-SE0005R_00005_101_100,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,2018-01-11T01:00:00,,EPSG:4979,15.31973,63.845496999575694,380.0,automatic,background,rural,yes,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GRIMM-EDM180MC,3,-999,"-999""",Bredkälen
